Well_Name,depth_m,Facies,Porosity,reflection_strength,instantaneous_phase,instantaneous_frequency,instantaneous_amplitude,rms_attribute,discontinuity,sweetness,thin_bed_indicator,relative_amp_change_x,relative_amp_change_y
A16,2261.632,NA,NA,3091.5317,6.466789,0.026484162,3045.9338,2437.868,15.538378,20906.209,0.0020171765,-0.03846113,0.003010114
A16,2265.923,NA,NA,2535.8616,47.378464,0.027056668,1736.7819,2314.519,19.81205,17062.129,0.0015204031,-0.08085486,0.026889192
A16,2270.214,NA,NA,2161.1787,89.17452,0.027498102,130.09526,2097.3005,23.540876,14481.136,0.0014783465,-0.13350405,0.10741297
A16,2274.505,NA,NA,2222.2773,91.6525,0.026540736,-1119.5498,1848.4355,25.3378,14734.054,0.0006898595,-0.1469428,0.1842075
A16,2278.796,NA,NA,2397.0322,12.651557,0.023089454,-1635.2764,1695.0979,25.827059,15707.234,-0.002037811,-0.17782995,0.23113936
A16,2283.087,NA,NA,2693.4866,-71.68077,0.024508232,-1476.5913,1711.6791,24.767172,17393.404,0.00033088736,-0.1953389,0.20544785
A16,2287.3779999999997,NA,NA,3007.8206,-73.82144,0.022124404,-683.16583,1895.5946,22.076336,19138.016,-0.0011773172,-0.25327152,0.13826132
A16,2291.669,NA,NA,3202.9058,-79.644554,0.021506554,645.82184,2215.674,19.703856,20304.607,-0.0011359152,-0.289647,0.065910846
A16,2295.96,NA,NA,3661.5598,-46.422085,0.02328805,2292.1794,2582.6333,19.946379,23287.924,0.0010116051,-0.34247753,-0.016275857
A16,2300.251,NA,NA,3923.0776,-10.447636,0.020341717,3561.6606,2861.413,21.768631,25038.295,-0.0018475151,-0.4014859,-0.11207591
A16,2304.542,NA,NA,4112.1777,20.975433,0.022903327,3700.51,2970.5679,23.306282,26250.168,0.00036079212,-0.33256486,-0.23637822
A16,2308.833,NA,NA,4249.6963,56.355576,0.022741655,2411.1936,2927.9285,24.474585,27130.293,-0.0007009364,-0.20379287,-0.33059734
A16,2313.124,NA,NA,3971.3567,91.48598,0.024153873,149.9309,2791.78,24.7051,25384.746,-0.00044594158,-0.14004762,-0.3499762
A16,2317.415,NA,NA,3796.2244,88.79791,0.03012735,-2031.9891,2616.5854,24.072792,24033.52,0.004400596,-0.06402339,-0.33266073
A16,2321.706,NA,NA,3333.6199,15.337446,0.027916512,-2904.757,2463.8955,23.649628,20709.273,0.0014862545,0.112739936,-0.29846615
A16,2325.997,NA,NA,2962.4304,-101.538246,0.023776982,-2071.6604,2379.231,25.650248,18827.729,-0.0025179042,0.37959862,-0.25277576
A16,2330.288,NA,NA,2917.022,-84.80851,0.029626276,-207.11055,2361.065,29.752302,19006.729,0.00431919,0.4129564,-0.17552137
A16,2334.5789999999997,NA,NA,2863.7751,-39.04303,0.020329036,1657.4392,2329.2898,31.299673,19167.627,-0.0035354549,0.39960605,0.002170245
A16,2338.87,NA,NA,3101.6008,-7.6395526,0.019982353,2629.3855,2238.7014,27.904655,21283.773,-0.00266057,0.30301994,0.042710092
A16,2343.161,NA,NA,3356.4731,23.228388,0.020304555,2351.6863,2150.0527,23.575392,23688.031,-0.0013351673,0.27232054,0.20858935
A16,2347.452,NA,NA,3243.8977,54.59405,0.022856515,1022.699,2150.0818,18.853218,23511.33,0.0019858005,0.16309094,0.15081112
A16,2351.743,NA,NA,3667.145,89.901886,0.024070673,-782.344,2268.1914,14.4623375,27347.242,0.003874511,0.15221705,0.25059995
A16,2356.034,NA,NA,3199.6924,87.0853,0.008119612,-2389.0305,2428.193,11.436433,24622.264,-0.010423861,0.12755942,0.2770106
A16,2360.325,NA,NA,3597.0164,119.62814,0.03247569,-3301.4697,2529.697,11.086115,28610.6,0.017088324,0.08557815,0.22589776
A16,2364.616,NA,NA,5281.779,-130.20471,0.0,-3321.3057,2486.6028,11.346257,43953.824,-0.011156725,0.122959405,0.10719766
B2,1394.85,NA,NA,2752.768,15.385752,0.008700779,2488.0564,1998.6674,8.927839,31129.2,0.0018069188,-0.15789694,0.069289684
B2,1399.1409999999998,NA,NA,3341.5298,6.326365,0.02017094,3224.4546,2319.2896,12.774646,35579.992,0.009902501,-0.08206734,0.01642716
B2,1403.432,NA,NA,3705.8748,37.485626,0.013717503,2845.0977,2426.6062,13.529934,37483.098,0.000744352,-0.030139357,0.0057244897
B2,1407.723,NA,NA,3516.9949,58.675877,0.015284993,1617.768,2357.3467,12.374423,33913.195,0.0006170788,0.044105142,0.035444856
B2,1412.014,NA,NA,3555.4648,82.28752,0.013706304,189.60219,2209.9797,13.0295515,33053.133,-0.0018794015,0.07572195,0.057068586
B2,1416.3049999999998,NA,NA,3442.0527,103.46047,0.015901797,-1015.4127,2160.5596,15.636007,30910.027,-0.0004746236,0.0648303,0.07161015
B2,1420.596,NA,NA,3711.2202,128.02493,0.019700546,-1952.6465,2365.716,18.588488,32308.578,0.002141893,0.021473676,0.069123715
B2,1424.887,NA,NA,3840.7935,23.45755,0.019767534,-2711.3596,2691.311,21.803139,32383.273,0.0008655882,-0.024660856,0.05563143
B2,1429.1779999999999,NA,NA,3989.5515,53.993645,0.0217534,-3046.086,2893.546,22.926592,32653.824,0.001793455,-0.077627,0.026661426
B2,1433.4689999999998,NA,NA,4145.0024,-92.40257,0.021130044,-2733.6748,2903.0713,20.687864,32987.39,0.0006101508,-0.12399897,-0.012731373
B2,1437.76,NA,NA,4189.17,-104.76172,0.020156372,-1372.4542,2857.7449,17.760752,32507.176,-0.0003808905,-0.16782477,-0.07071501
B2,1442.051,NA,NA,4392.894,-73.62497,0.020740567,658.2191,2977.574,15.48007,33042.637,0.00058394583,-0.1968061,-0.13230419
B2,1446.3419999999999,NA,NA,4584.3413,-41.585773,0.019121477,2889.7283,3291.2598,14.269955,34276.688,-0.00042777977,-0.2385917,-0.1846422
B2,1450.6329999999998,NA,NA,4778.7666,-12.047674,0.01823589,4407.1543,3610.2942,15.085082,35949.08,-0.0006976137,-0.29774514,-0.22243014
B2,1454.924,NA,NA,5019.092,16.122396,0.017246295,4764.1953,3753.5159,15.696066,37605.105,-0.0012544591,-0.37903482,-0.23416308
B2,1459.215,NA,NA,5232.7817,42.763786,0.0180938,3715.3865,3665.295,13.040455,38877.594,-0.00023245209,-0.47140047,-0.22040167
B2,1463.5059999999999,NA,NA,5416.49,70.71437,0.01884045,1483.8774,3443.9668,9.966735,40026.72,0.00045831938,-0.40491855,-0.18943715
B2,1467.797,2.0,NA,5403.6523,99.81834,0.018959993,-1216.2485,3303.052,9.159645,40054.023,0.00045941182,-0.3675939,-0.16144541
B2,1472.088,0.0,0.21667958359999973,5271.5337,129.10698,0.019028299,-3425.4426,3378.6162,10.063856,39494.652,0.00063009845,-0.272568,-0.1407466
B2,1476.379,2.0,0.2190237633999983,4929.0513,113.50112,0.018045073,-4429.622,3574.4067,11.777963,37500.926,0.00022436363,-0.16159555,-0.123969376
B2,1480.6699999999998,2.0,0.21679254239999948,4515.411,-83.62357,0.017402276,-4228.7856,3668.9084,14.573846,34853.094,0.00060197536,-0.028263688,-0.094002426
B2,1484.961,2.0,0.22379003019999988,4042.9639,-146.74123,0.013689773,-3202.2915,3496.9897,16.519737,31553.793,-0.0020243071,0.11144233,-0.04089427
B2,1489.252,2.0,0.22050132919999998,3604.8381,-125.59381,0.01204283,-1930.3317,3052.08,15.019871,28294.668,-0.0029883943,0.30567184,0.04732737
B2,1493.543,1.0,0.2197329562000004,3417.6313,-106.99053,0.014282916,-680.6864,2498.7273,12.542782,26843.762,-0.0006954217,0.2916696,0.19441205
B2,1497.8339999999998,1.0,0.21180244320000027,3388.2346,-84.92685,0.017196735,435.06815,2135.8022,11.896038,26555.059,0.0018124301,0.0853892,0.17421374
B2,1502.125,3.0,0.21109797479999998,3448.6934,-58.362026,0.018234199,1595.4528,2127.9,13.643167,26927.424,0.002468863,-0.028888404,0.12121624
B2,1506.416,0.0,0.20906740520000014,3312.3337,-30.194565,0.015991936,2555.0017,2327.4377,16.30552,25749.121,0.00031110624,-0.102509886,0.07697061
B2,1510.7069999999999,3.0,0.221922814599999,3111.215,-5.4908657,0.014461957,2934.3584,2516.1128,17.45604,24091.08,-0.00063988136,-0.14542964,0.052126974
B2,1514.9979999999998,1.0,0.21469957919999905,2914.1235,16.849388,0.011307933,2733.5227,2549.601,17.576395,22484.709,-0.0030833585,-0.15434825,0.041019917
B2,1519.289,1.0,0.21048482080000003,2846.4475,34.31743,0.014048433,2264.9055,2396.6194,15.435551,21881.814,3.2392534e-05,-0.10114533,0.015719235
B2,1523.58,1.0,0.2203232573999996,3005.3394,56.018887,0.014409104,1617.768,2131.266,10.192076,22983.871,0.00016586867,0.005038351,-0.009650886
B2,1527.8709999999999,1.0,0.22790652940000009,3183.8394,78.2775,0.014863022,658.21906,1973.877,6.5726304,24187.223,-0.00018401597,0.10277942,-0.03697771
B2,1532.1619999999998,1.0,0.22522745959999982,3579.3643,101.2373,0.016632114,-703.00146,2220.858,6.0195494,26924.514,0.0004122603,0.14610836,-0.065291375
B2,1536.453,1.0,0.21762205199999998,4068.3335,126.929924,0.018369975,-2465.8938,2838.8406,6.9528074,30140.865,0.0008645911,0.103524536,-0.08104476
B2,1540.744,1.0,0.22012758360000012,4668.288,155.30713,0.020156592,-4184.1553,3463.7422,7.7911015,33910.586,0.0014257708,0.041316867,-0.077064455
B2,1545.0349999999999,1.0,0.21284331820000063,5242.9404,-38.55578,0.020551985,-5121.3896,3835.0435,6.974128,37310.266,0.0007957541,-0.009829283,-0.051941335
B2,1549.326,1.0,0.2271338401999987,5735.7056,-141.80789,0.021153003,-4451.9365,3915.6047,5.2444596,40029.418,0.00067896163,-0.05575794,-0.02060926
B2,1553.617,1.0,0.21157179320000005,6138.62,-109.13158,0.021108922,-1997.2767,3882.6367,4.652627,42037.633,0.00018044676,-0.07904953,0.011793792
B2,1557.908,1.0,0.21064326679999967,6331.899,-76.52335,0.02092206,1461.5624,3994.0098,4.9782634,42600.87,-0.0003395146,-0.084068954,0.039816916
B2,1562.1989999999998,1.0,0.2017778473999965,6483.589,-44.203804,0.0218547,4585.675,4305.5996,5.5424423,42922.87,0.00020615297,-0.07619226,0.061988175
B2,1566.49,1.0,0.21914471540000038,6492.3047,-10.443537,0.0220392,6259.3066,4609.981,5.992511,42413.562,-0.00019737713,-0.05702448,0.08718473
B2,1570.781,1.0,0.21913634939999987,6297.8853,23.601732,0.023100033,5679.1143,4690.712,6.527528,40780.85,-6.42783e-05,-0.03564608,0.10964221
B2,1575.072,1.0,0.21754635000000042,5994.168,59.28574,0.024637768,3090.564,4467.41,7.3832445,38607.664,9.020796e-05,-0.018630028,0.130974
B2,1579.3629999999998,1.0,0.21261066959999578,5446.01,97.34517,0.026516333,-546.7959,3995.4004,7.7413254,35114.61,0.00015147767,-0.0015386641,0.14861065
B2,1583.654,1.0,0.22458433960000002,4773.031,138.30655,0.030110506,-3358.4976,3444.108,7.249262,31045.146,0.0016981766,0.020272642,0.15077186
B2,1587.945,1.0,0.2147861946000002,4081.0405,-85.179955,0.03274854,-3894.0596,3044.0667,7.565098,26846.379,0.0024796994,0.04295647,0.14385438
B2,1592.2359999999999,1.0,0.21539426699999867,3530.5327,-124.59131,0.033586264,-2019.5918,2891.8813,10.450054,23413.701,0.002183807,0.06794199,0.110307395
B2,1596.527,1.0,0.22039643839999976,3347.568,-72.7086,0.03331321,903.6852,2826.1592,15.150713,22254.16,0.0018858347,0.012581944,0.034369916
B2,1600.818,1.0,0.21935807259999998,3423.2976,-21.247684,0.030117564,3090.564,2692.922,15.0848675,22753.621,-0.00014387997,-0.08251116,-0.03101936
B2,1605.109,1.0,0.22010290959999956,3616.321,25.276728,0.026730374,3202.1394,2521.2927,12.316982,24006.352,-0.0014135,-0.108228624,-0.04641953
B2,1609.3999999999999,1.0,0.2212857003999985,3817.8403,66.56874,0.023972986,1506.1925,2407.7942,11.783379,25278.797,-0.0013711154,-0.10450482,-0.031587094
B2,1613.6909999999998,1.0,0.2171133313999987,3783.7551,103.60126,0.021052686,-814.57697,2356.5317,12.082892,24968.658,-0.0009381759,-0.08755314,-0.0042166114
B2,1617.982,1.0,0.21529909820000004,3550.3704,136.1226,0.018316887,-2398.9482,2349.108,12.233655,23339.947,-5.7275465e-05,-0.050792873,0.0219481
B2,1622.273,1.0,0.21972882440000024,3118.519,74.417786,0.010558765,-2822.935,2421.2236,12.492772,20437.578,-0.004564542,0.0026753843,0.037133306
B2,1626.5639999999999,1.0,0.21101536900000065,2673.2095,45.728554,0.0068566063,-2555.154,2536.9146,14.812093,17506.467,-0.0062054107,0.06276631,0.046340376
B2,1630.855,1.0,0.22059660099999992,2727.4243,-78.679634,0.010276045,-2532.839,2575.496,17.561426,17904.393,-0.0025185328,0.06392038,-0.032877773
B2,1635.146,0.0,0.2202524898000001,3057.4763,-107.80561,0.01573147,-2465.894,2481.5518,16.766245,20195.871,0.0014277165,0.024481773,-0.092635304
B2,1639.437,1.0,0.21228376380000008,3609.578,-128.50427,0.02087156,-1974.9618,2357.287,15.067102,24025.32,0.003921048,-0.02687639,-0.00015696883
B2,1643.7279999999998,1.0,0.21773290419999916,4042.7305,-96.26271,0.022119276,-435.22037,2381.524,15.583483,27167.662,0.002355191,-0.042925537,0.19487077
B2,1648.019,1.0,0.22342445939999983,4193.0215,-62.093742,0.023107197,1684.7133,2567.1516,17.147284,28472.242,0.0010842506,-0.059514374,0.20362073
B2,1652.31,1.0,0.21884074799999975,4173.626,-26.398664,0.024500709,3425.29,2768.3486,17.032364,28616.004,0.00086686213,-0.08321372,0.2706572
B2,1656.6009999999999,1.0,0.22441224500000054,3933.1997,11.449048,0.02516626,3760.0166,2852.8628,16.19546,27244.188,0.0003069933,-0.1227541,0.3383666
B2,1660.8919999999998,1.0,0.21976312440000087,3554.5632,50.32488,0.02659739,2398.7961,2772.2908,16.805815,24947.133,0.0006935632,-0.16951174,0.38871798
B2,1665.183,1.0,0.21798657800000007,3169.622,91.41145,0.027890336,167.28706,2543.6711,17.503416,22647.574,0.0011792481,-0.22674626,0.42075923
B2,1669.474,1.0,0.22232969319999973,2840.5781,134.49533,0.028335672,-1751.8107,2234.653,16.158377,20472.34,0.001263126,-0.3245616,0.42494294
B2,1673.7649999999999,1.0,0.22177040139999962,2624.1199,-1.7328472,0.02760127,-2421.2634,1964.4084,14.361773,18787.97,0.0007824462,-0.4756559,0.3992618
B2,1678.056,2.0,0.20146716360000017,2535.3027,-94.095505,0.025632378,-1751.8108,1837.2126,14.737497,17979.56,-0.000261286,-0.45220265,0.3744046
B2,1682.347,2.0,0.22314446239999997,2575.69,-99.49963,0.023868393,-234.38458,1844.5303,17.335829,18121.693,-0.0005495524,-0.43764913,0.33171472
B2,1686.638,2.0,0.2167105040000001,2635.3276,-62.6287,0.021348419,1327.6719,1915.7606,18.84541,18517.137,-0.0012635351,-0.41237158,0.2872251
B2,1690.9289999999999,2.0,0.22035122280000027,2706.454,-29.650518,0.019528659,2264.9055,2023.3378,19.413675,19079.492,-0.0010704859,-0.3456316,0.2583305
B2,1695.2199999999998,2.0,0.2167059071999989,2793.7695,0.5165715,0.018135125,2510.3716,2137.1494,20.411655,19805.598,-0.0001892609,-0.2951355,0.22791496
B2,1699.511,1.0,0.22473335659999993,2796.707,28.530989,0.015539989,2108.7,2178.571,21.99965,19996.652,-0.0003731384,-0.24644572,0.17463332
B2,1703.802,1.0,0.21350960980000006,2749.3962,52.53654,0.011188943,1506.1925,2075.9128,21.273106,19890.693,-0.0024587181,-0.20723954,0.07206184
B2,1708.0929999999998,1.0,0.222422985199999,2770.4304,69.82077,0.006685753,1059.8906,1864.1018,14.577553,20335.652,-0.0052163596,-0.19612414,-0.023417592
B2,1712.384,1.0,0.23049890300000064,3120.4048,80.14865,0.013131377,658.21906,1785.9514,8.987538,23293.19,0.0019261746,-0.055307925,-0.018241078
B2,1716.675,1.0,0.21919574419999954,3736.6123,55.433483,0.0075588822,-145.1242,2211.5076,6.9731374,28412.918,-0.004240497,0.1068286,0.06950882
B2,1720.966,0.0,0.22120321520000014,4536.6426,112.110146,0.015556041,-1774.1259,3096.0635,6.698833,35285.504,0.002138108,0.18608013,0.13612172
B2,1725.257,1.0,0.204095277800002,5586.266,136.14049,0.018579926,-4094.8955,4097.9053,6.907433,44667.65,0.0031702912,0.12186664,0.078026116
B2,1729.548,1.0,0.2105327778000004,6511.718,74.84201,0.019079482,-6192.5137,4885.717,6.517564,53494.223,0.0019820929,0.088380575,0.052432954
B2,1733.839,1.0,0.22378078859999997,7164.193,-120.68476,0.019019546,-6795.021,5245.0747,5.4342775,60217.434,0.0008935806,0.06392932,0.044508994
B2,1738.1299999999999,0.0,0.23910403579999887,7520.4897,-136.30412,0.018737502,-5344.54,5127.409,4.6418376,64177.22,0.00041251112,0.055609822,0.033465743
B2,1742.4209999999998,0.0,0.214423798400001,7490.984,-107.359184,0.01779491,-2220.4275,4660.007,4.2099495,64548.32,3.508068e-05,0.055687368,0.019701958
B2,1746.712,0.0,0.21485568779999994,7122.062,-79.87032,0.016794143,1193.7812,4129.6504,3.579119,61812.016,0.00013026445,0.061297774,0.0012866259
B2,1751.003,1.0,0.22411084599999914,6519.293,-53.9274,0.0149832275,3760.0166,3873.8652,3.0997179,56881.508,-0.00017243627,0.08482021,-0.027808309
B2,1755.2939999999999,1.0,0.21842427139999845,5687.144,-30.781912,0.011804082,4831.1406,3989.192,3.2937489,50495.88,-0.0016129497,0.11749172,-0.06429839
B2,1759.585,1.0,0.21494295219999984,4930.5205,-12.547437,0.0101163015,4786.5107,4229.8066,4.117623,45009.3,-0.0016394434,0.13353917,-0.11545104
B2,1763.876,1.0,0.21196934540000004,4411.5205,3.079821,0.008852216,4362.5244,4309.817,5.1197753,40495.598,-0.0016969776,0.09217805,-0.15906075
B2,1768.167,0.0,0.21161808260000056,4162.017,16.75437,0.0086547695,3960.8523,4115.3174,6.2933187,38145.844,-0.0014581333,0.011277199,-0.17981315
B2,1772.458,1.0,0.22630364040000114,4180.282,30.123913,0.00998807,3514.5505,3694.7302,7.9458866,38495.51,-0.00051149615,-0.030748665,-0.1874268
B2,1776.749,1.0,0.21739454860000001,4243.763,45.553085,0.012383595,2621.9468,3172.7852,9.866461,39329.805,0.0009834648,-0.0453628,-0.15449238
B2,1781.04,1.0,0.22039039719999998,4243.4033,64.68276,0.014568813,1260.7266,2660.184,12.353238,39633.72,0.0024126568,-0.02730605,-0.11344862
B2,1785.331,1.0,0.23087675179999978,3979.3374,87.18809,0.0141941095,-167.43939,2216.747,16.547092,37516.89,0.002176221,0.016215205,-0.07504994
B2,1789.6219999999998,0.0,0.24718445799999994,3480.4106,109.114586,0.012654145,-1060.0427,1886.7714,20.928305,33118.453,0.0019275355,0.06925747,-0.04724276
B2,1793.913,0.0,0.20766387180000026,2812.8374,128.6622,0.0050140168,-1216.2487,1708.925,21.9596,26950.225,-0.003883979,0.12355921,-0.02600497
B2,1798.204,1.0,0.21226058660000052,2154.6372,91.40765,0.0016726216,-926.1523,1695.093,20.951954,20715.762,-0.005961695,0.15389147,-0.00043192506
B2,1802.495,1.0,0.23263632020000105,2240.005,116.491455,0.004854515,-970.7826,1848.3013,21.231167,21257.111,-0.0028751637,0.10360199,0.07600787
B2,1806.786,1.0,0.21058488079999996,2865.0728,123.99051,0.013093727,-1684.8655,2193.5708,21.601717,26466.348,0.0038967428,0.097302586,-0.022753865
B2,1811.077,1.0,0.22176515580000003,3457.463,144.21716,0.015037168,-2778.3052,2672.424,20.436165,31039.387,0.0037302473,0.112760425,-0.11098611
B2,1815.368,1.0,0.21834298280000056,3868.5051,77.44599,0.015136608,-3648.5933,3105.8345,18.602448,33812.97,0.0020683948,0.115133464,-0.1888009
B2,1819.6589999999999,1.0,0.2280911188000015,4094.4124,-79.171585,0.014028687,-3916.3745,3331.633,18.305336,35066.855,8.559998e-05,0.098315686,-0.3095571
B2,1823.9499999999998,1.0,0.2106824766000013,4218.8306,-147.50063,0.013089887,-3492.3877,3284.051,19.130741,35692.082,-0.0010951594,0.08447716,-0.41213036
B2,1828.241,1.0,0.20858231520000003,4388.9365,-127.27989,0.013604054,-2532.839,3030.2722,17.988525,36949.676,-0.00084866956,0.06219268,-0.38016513
B2,1832.532,1.0,0.22525476020000015,4635.548,-106.264885,0.015079706,-1037.7278,2799.9019,15.230275,38950.656,-9.395156e-05,0.03829494,-0.327413
B2,1836.8229999999999,0.0,0.21655742639999997,4933.8755,-82.97036,0.017106863,903.68494,2881.5596,13.453676,41324.42,0.0007635137,0.017972976,-0.3017362
B2,1841.114,1.0,0.2172682309999999,5247.071,-56.544365,0.019112207,3023.619,3313.727,15.032633,43344.496,0.0013763842,0.047433972,-0.2727533
B2,1845.405,1.0,0.21456582439999997,5445.312,-27.020592,0.020101206,4697.2505,3811.8105,18.018747,43365.547,0.001039476,0.092776924,-0.24433193
B2,1849.696,1.0,0.21278573559999936,5488.381,4.030948,0.020833371,5121.2373,4085.3782,19.188595,42225.418,0.000742291,0.13268048,-0.21966273
B2,1853.987,1.0,0.2196804377999999,5436.172,36.213512,0.021701934,4050.113,4025.354,18.219074,41291.863,0.0009948831,0.15728584,-0.18667689
B2,1858.278,1.0,0.21785395859999976,5255.0825,69.737785,0.021396972,1729.3435,3714.1553,16.55423,39819.145,0.0005320439,0.18376654,-0.14282769
B2,1862.569,1.0,0.2218873284000001,4945.875,102.79097,0.020740367,-903.8373,3371.4324,14.825979,37747.29,0.00017018395,0.20877644,-0.095617294
B2,1866.86,1.0,0.2105210663999999,4639.0635,134.82986,0.019987842,-2979.1409,3204.6516,13.200754,35520.117,7.459137e-05,0.21493852,-0.03339249
B2,1871.1509999999998,1.0,0.21843159300000303,4308.1914,75.70628,0.018063514,-3983.3196,3222.1855,12.802897,32687.693,-0.0010389815,0.208612,0.036042303
B2,1875.442,1.0,0.2150548885999996,4010.4397,-76.38994,0.01717502,-3827.1143,3230.3025,14.634752,30200.45,-0.0012188567,0.1828793,0.079840064
B2,1879.733,1.0,0.2206534797999989,3825.5974,-139.85863,0.017217807,-2845.25,3055.061,16.769606,28598.05,-0.0006928762,0.14046222,0.097898066
B2,1884.024,1.0,0.20751363859999997,3700.6357,-113.26126,0.018186167,-1350.1392,2696.6858,15.658784,27614.564,0.0005859053,0.102859706,0.09121612
B2,1888.315,2.0,0.21642075179999878,3533.3042,-85.168,0.018001497,323.49274,2299.9219,12.338881,26589.566,0.000662402,0.047673523,0.07876724
B2,1892.606,2.0,0.23787626919999996,3254.7039,-57.360004,0.0165212,1662.3981,2049.552,10.831779,24924.273,-0.0005400051,-0.0051686466,0.067427844
B2,1896.897,2.0,0.20434793180000008,2927.2463,-31.83871,0.015854897,2287.2207,2032.1,12.276205,22698.959,-0.0007740083,-0.059360772,0.06841412
B2,1901.1879999999999,2.0,0.228853209399996,2646.6936,-7.346697,0.015943207,2354.1658,2127.2502,16.954916,20698.469,-0.00015150858,-0.09531456,0.1145457
B2,1905.4789999999998,3.0,0.24462870099999312,2363.9512,17.28173,0.017546017,2108.7,2161.8396,23.445145,18770.773,0.0017806207,0.050358832,0.20355114
B2,1909.77,3.0,0.2178140286,2116.6436,21.886118,0.01020646,1796.2886,2075.502,26.10417,17174.023,-0.005587007,0.2623087,0.25781122
B2,1914.061,1.0,0.20771422279999946,2140.6392,15.152651,0.019271243,1617.7681,1899.8602,25.348389,17748.928,0.003183754,0.3790919,0.10293308
B2,1918.3519999999999,1.0,0.21989145939999946,2348.235,44.922096,0.017306808,1260.7264,1685.7269,25.580256,19344.32,0.0010428224,0.24220312,0.14460763
B2,1922.643,1.0,0.20740358199999998,2443.2722,71.65697,0.018036725,613.5889,1466.235,28.131994,20465.02,0.0022188316,0.18092838,0.02980563
B2,1926.934,1.0,0.21386944940000002,2393.755,99.51938,0.0151386615,-167.43927,1300.265,30.081554,20526.662,0.0006779999,0.09356025,-0.09801507
B2,1931.225,1.0,0.21638463500000044,2173.156,122.90497,0.009924382,-814.57697,1262.4033,27.5321,18711.514,-0.002685462,-0.07127532,-0.09566474
B2,1935.516,1.0,0.21927089080000015,1986.5986,93.23576,0.00619968,-1171.6184,1385.9287,23.60439,17218.309,-0.005103532,-0.2670117,-0.014278859
B2,1939.8069999999998,1.0,0.2217698803999983,2024.0883,57.81278,0.006468364,-1417.0844,1612.7025,21.714571,17788.541,-0.0047745807,-0.42360166,0.18814057
B2,1944.098,1.0,0.22289268620000022,2197.5024,90.30484,0.018653594,-1841.071,1836.994,21.363493,19487.172,0.0062363604,-0.580441,0.57637954
B2,1948.3890000000001,1.0,0.2116250524000013,2427.8562,-15.8798275,0.015706025,-2287.3728,1981.9662,20.698603,21354.346,0.0014340814,-0.47438684,0.34061682
B2,1952.6799999999998,1.0,0.2269731168000021,2576.0386,-126.61778,0.017264258,-2309.688,2006.3558,20.141241,21977.041,0.0013781298,-0.4136493,0.26364353
B2,1956.971,0.0,0.22088952919999977,2591.866,-99.94866,0.01777485,-1774.126,1893.1987,20.769394,21788.396,0.0016783854,-0.4012535,0.18907446
B2,1961.262,0.0,0.21251544739999975,2367.567,-117.49077,0.017388754,-792.26184,1659.0598,23.400515,20002.479,0.0029756986,-0.43343857,0.094177425
B2,1965.5529999999999,1.0,0.22025488360000023,1977.062,-90.62932,0.013743846,-11.23366,1372.2363,26.955065,16603.777,0.0019152958,-0.49156186,-0.062038988
B2,1969.844,1.0,0.2143113777999978,1720.843,-46.898376,-0.0043772617,122.65691,1175.6503,29.541384,14402.733,-0.014147313,-0.3325349,-0.186456
B2,1974.135,1.0,0.21603189819999985,1841.3014,-31.160198,0.005441668,-279.01474,1251.9904,28.918652,15296.324,-0.003838984,0.008624107,-0.4346154
B2,1978.426,1.0,0.22029215220000067,2565.2124,-112.75413,0.015110987,-435.22037,1670.3428,25.485163,21561.049,0.00438491,-0.03525111,-0.3832209
B2,1982.717,1.0,0.20485577700000032,3579.5652,-89.41127,0.018388903,412.753,2317.5168,23.76841,30350.34,0.004872468,-0.08641529,-0.3278259
B2,1987.0079999999998,1.0,0.22155669760000032,4519.217,-61.004837,0.019044396,2287.2207,3024.2554,25.199532,38507.195,0.002634025,-0.12389439,-0.21391955
B2,1991.299,2.0,0.2146755162,5217.3154,-31.585815,0.019185612,4184.0034,3617.63,27.065306,44906.08,0.0009982118,-0.16014734,-0.15049481
B2,1995.59,2.0,0.21243147000000004,5673.314,-1.9486508,0.01917878,4987.347,3966.469,27.368702,50156.938,0.00048849266,-0.19568878,-0.110988736
B2,1999.8809999999999,2.0,0.2175871921999982,5787.8774,27.677961,0.018457644,4139.373,4019.4775,26.602861,52071.7,-9.494854e-05,-0.22544289,-0.07714361
B2,2004.172,0.0,0.21682643420000028,5578.158,56.19059,0.017815355,2086.3848,3807.2344,25.68752,50072.688,-0.00041430217,-0.25898924,-0.041975558
B2,2008.463,2.0,0.2215106791999997,5146.0913,83.71104,0.017489007,-78.178925,3429.964,25.016314,46523.617,2.095502e-05,-0.30476457,0.0075381994
B2,2012.754,2.0,0.21980479139999987,4519.509,110.72736,0.016999613,-1573.2899,3027.1118,25.187231,40615.027,0.0011318481,-0.3760976,0.075008124
B2,2017.045,2.0,0.2620246227999969,3779.502,1.9876795,0.018591102,-2108.852,2711.9114,27.721735,33400.69,0.0048526884,-0.47684938,0.192179
B2,2021.336,2.0,0.22686602420000013,3092.2961,30.70647,-0.00065317773,-2019.592,2502.6611,33.036705,26478.854,-0.012231348,-0.5069938,0.38304386
B2,2025.627,2.0,0.22727235759999997,2664.168,52.197468,0.008989528,-1707.1805,2328.6155,37.36941,22088.377,-0.0009642909,-0.5251846,0.4062304
B2,2029.9180000000001,2.0,0.23874770840000337,2545.963,66.08413,0.012345936,-1484.0297,2185.7852,38.760235,20768.28,0.0031747697,-0.2974486,0.3086696
